classe,residenza,mercato,periodo,kwh,f1,f2,f3,anno
3<potenza_impegnata<=4.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,11,178,0.3234,0.3182,0.3584,2024
3<potenza_impegnata<=4.5,Residente,Servizio a tutele graduali domestici non vulnerabili,11,222,0.3045,0.3351,0.3604,2024
3<potenza_impegnata<=4.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,11,217,0.3073,0.3326,0.3601,2024
4.5<potenza_impegnata<=6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,11,235,0.3283,0.3074,0.3643,2024
4.5<potenza_impegnata<=6,Residente,Servizio a tutele graduali domestici non vulnerabili,11,283,0.3223,0.322,0.3557,2024
4.5<potenza_impegnata<=6,Tutti,Servizio a tutele graduali domestici non vulnerabili,11,277,0.3232,0.3198,0.357,2024
potenza_impegnata>6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,11,557,0.397,0.2565,0.3465,2024
potenza_impegnata>6,Residente,Servizio a tutele graduali domestici non vulnerabili,11,594,0.3359,0.2906,0.3735,2024
potenza_impegnata>6,Tutti,Servizio a tutele graduali domestici non vulnerabili,11,587,0.3494,0.2831,0.3675,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,11,33,0.3261,0.2772,0.3967,2024
0<potenza_impegnata<=1.5,Residente,Tutti,11,62,0.3082,0.3047,0.3871,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,11,46,0.3127,0.2978,0.3895,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,11,109,0.3106,0.3248,0.3647,2024
1.5<potenza_impegnata<=3,Residente,Tutti,11,139,0.3092,0.3283,0.3625,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,11,135,0.3095,0.3276,0.3628,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,11,185,0.3173,0.3233,0.3594,2024
3<potenza_impegnata<=4.5,Residente,Tutti,11,224,0.3118,0.3361,0.352,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,11,218,0.313,0.3335,0.3535,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,11,295,0.3339,0.3072,0.359,2024
4.5<potenza_impegnata<=6,Residente,Tutti,11,302,0.3194,0.3218,0.3588,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,11,301,0.3224,0.3188,0.3588,2024
potenza_impegnata>6,Non Residente,Tutti,11,771,0.3589,0.2759,0.3652,2024
potenza_impegnata>6,Residente,Tutti,11,648,0.3343,0.2947,0.371,2024
potenza_impegnata>6,Tutti,Tutti,11,680,0.342,0.2888,0.3691,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,10,29,0.3078,0.2932,0.399,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,10,63,0.3463,0.2953,0.3583,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,10,51,0.3393,0.295,0.3658,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,10,87,0.3498,0.3055,0.3447,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,10,116,0.3572,0.3095,0.3333,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,10,114,0.3568,0.3092,0.334,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,10,157,0.366,0.3011,0.3329,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,10,192,0.3649,0.3111,0.324,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,10,188,0.3649,0.31,0.3251,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,10,211,0.3841,0.2878,0.3281,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,10,243,0.3688,0.3009,0.3302,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,10,238,0.3715,0.2987,0.3298,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,10,570,0.3858,0.272,0.3422,2024
potenza_impegnata>6,Residente,Maggior Tutela,10,483,0.3652,0.2827,0.352,2024
potenza_impegnata>6,Tutti,Maggior Tutela,10,505,0.3731,0.2786,0.3482,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,10,30,0.3356,0.2792,0.3852,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,10,61,0.3341,0.3046,0.3614,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,10,43,0.3345,0.297,0.3685,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,10,127,0.1686,0.6617,0.1696,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,10,137,0.3452,0.3201,0.3347,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,10,135,0.2916,0.4239,0.2845,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,10,172,0.3424,0.3143,0.3433,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,10,213,0.3421,0.332,0.3259,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,10,206,0.3422,0.3284,0.3294,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,10,221,0.3644,0.3016,0.334,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,10,266,0.3553,0.3157,0.329,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,10,257,0.3571,0.3128,0.3301,2024
potenza_impegnata>6,Non Residente,Mercato Libero,10,676,0.3833,0.2669,0.3497,2024
potenza_impegnata>6,Residente,Mercato Libero,10,550,0.3686,0.2881,0.3432,2024
potenza_impegnata>6,Tutti,Mercato Libero,10,585,0.3737,0.2816,0.3447,2024
0<potenza_impegnata<=1.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,10,31,0.3429,0.2705,0.3866,2024
0<potenza_impegnata<=1.5,Residente,Servizio a tutele graduali domestici non vulnerabili,10,56,0.3037,0.3152,0.3811,2024
0<potenza_impegnata<=1.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,10,45,0.314,0.3034,0.3826,2024
1.5<potenza_impegnata<=3,Non Residente,Servizio a tutele graduali domestici non vulnerabili,10,93,0.3333,0.3173,0.3494,2024
1.5<potenza_impegnata<=3,Residente,Servizio a tutele graduali domestici non vulnerabili,10,132,0.3292,0.325,0.3458,2024
1.5<potenza_impegnata<=3,Tutti,Servizio a tutele graduali domestici non vulnerabili,10,128,0.3297,0.324,0.3463,2024
3<potenza_impegnata<=4.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,10,166,0.3449,0.308,0.347,2024
3<potenza_impegnata<=4.5,Residente,Servizio a tutele graduali domestici non vulnerabili,10,215,0.3342,0.3315,0.3344,2024
3<potenza_impegnata<=4.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,10,209,0.3356,0.3284,0.336,2024
4.5<potenza_impegnata<=6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,10,215,0.3682,0.296,0.3358,2024
4.5<potenza_impegnata<=6,Residente,Servizio a tutele graduali domestici non vulnerabili,10,260,0.3509,0.3178,0.3313,2024
4.5<potenza_impegnata<=6,Tutti,Servizio a tutele graduali domestici non vulnerabili,10,254,0.3533,0.3148,0.3319,2024
potenza_impegnata>6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,10,476,0.4211,0.2521,0.3268,2024
potenza_impegnata>6,Residente,Servizio a tutele graduali domestici non vulnerabili,10,525,0.3649,0.2874,0.3477,2024
potenza_impegnata>6,Tutti,Servizio a tutele graduali domestici non vulnerabili,10,516,0.3775,0.2795,0.3431,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,10,30,0.3318,0.2806,0.3877,2024
0<potenza_impegnata<=1.5,Residente,Tutti,10,61,0.3341,0.3032,0.3627,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,10,44,0.3335,0.2972,0.3693,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,10,122,0.1779,0.6427,0.1794,2024
1.5<potenza_impegnata<=3,Residente,Tutti,10,135,0.3447,0.3196,0.3357,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,10,133,0.2993,0.4076,0.2931,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,10,171,0.3429,0.3137,0.3433,2024
3<potenza_impegnata<=4.5,Residente,Tutti,10,212,0.3422,0.3313,0.3265,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,10,206,0.3424,0.3278,0.3298,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,10,220,0.3653,0.3007,0.3339,2024
4.5<potenza_impegnata<=6,Residente,Tutti,10,264,0.3553,0.3154,0.3293,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,10,256,0.3572,0.3125,0.3303,2024
potenza_impegnata>6,Non Residente,Tutti,10,652,0.3863,0.2662,0.3475,2024
potenza_impegnata>6,Residente,Tutti,10,542,0.368,0.2878,0.3442,2024
potenza_impegnata>6,Tutti,Tutti,10,571,0.374,0.2812,0.3448,2024
0<potenza_impegnata<=1.5,Non Residente,Maggior Tutela,09,27,0.2853,0.2772,0.4375,2024
0<potenza_impegnata<=1.5,Residente,Maggior Tutela,09,65,0.3307,0.2773,0.392,2024
0<potenza_impegnata<=1.5,Tutti,Maggior Tutela,09,52,0.3209,0.2773,0.4019,2024
1.5<potenza_impegnata<=3,Non Residente,Maggior Tutela,09,79,0.3204,0.2854,0.3942,2024
1.5<potenza_impegnata<=3,Residente,Maggior Tutela,09,106,0.3265,0.2874,0.3861,2024
1.5<potenza_impegnata<=3,Tutti,Maggior Tutela,09,104,0.3261,0.2873,0.3866,2024
3<potenza_impegnata<=4.5,Non Residente,Maggior Tutela,09,138,0.3272,0.2823,0.3905,2024
3<potenza_impegnata<=4.5,Residente,Maggior Tutela,09,173,0.3393,0.2926,0.3681,2024
3<potenza_impegnata<=4.5,Tutti,Maggior Tutela,09,170,0.3382,0.2917,0.37,2024
4.5<potenza_impegnata<=6,Non Residente,Maggior Tutela,09,193,0.3629,0.2593,0.3777,2024
4.5<potenza_impegnata<=6,Residente,Maggior Tutela,09,209,0.3334,0.2786,0.388,2024
4.5<potenza_impegnata<=6,Tutti,Maggior Tutela,09,206,0.3387,0.2752,0.3861,2024
potenza_impegnata>6,Non Residente,Maggior Tutela,09,584,0.3552,0.2586,0.3862,2024
potenza_impegnata>6,Residente,Maggior Tutela,09,435,0.3377,0.2616,0.4008,2024
potenza_impegnata>6,Tutti,Maggior Tutela,09,472,0.345,0.2603,0.3947,2024
0<potenza_impegnata<=1.5,Non Residente,Mercato Libero,09,27,0.3137,0.2644,0.4219,2024
0<potenza_impegnata<=1.5,Residente,Mercato Libero,09,55,0.3058,0.2802,0.414,2024
0<potenza_impegnata<=1.5,Tutti,Mercato Libero,09,39,0.3079,0.2759,0.4162,2024
1.5<potenza_impegnata<=3,Non Residente,Mercato Libero,09,97,0.3111,0.2929,0.396,2024
1.5<potenza_impegnata<=3,Residente,Mercato Libero,09,128,0.3118,0.2959,0.3923,2024
1.5<potenza_impegnata<=3,Tutti,Mercato Libero,09,123,0.3118,0.2954,0.3929,2024
3<potenza_impegnata<=4.5,Non Residente,Mercato Libero,09,156,0.3217,0.2948,0.3835,2024
3<potenza_impegnata<=4.5,Residente,Mercato Libero,09,196,0.315,0.3033,0.3816,2024
3<potenza_impegnata<=4.5,Tutti,Mercato Libero,09,189,0.3163,0.3017,0.382,2024
4.5<potenza_impegnata<=6,Non Residente,Mercato Libero,09,202,0.3369,0.2815,0.3816,2024
4.5<potenza_impegnata<=6,Residente,Mercato Libero,09,237,0.3217,0.2921,0.3862,2024
4.5<potenza_impegnata<=6,Tutti,Mercato Libero,09,230,0.3247,0.2901,0.3852,2024
potenza_impegnata>6,Non Residente,Mercato Libero,09,663,0.3633,0.2511,0.3856,2024
potenza_impegnata>6,Residente,Mercato Libero,09,517,0.3377,0.2673,0.395,2024
potenza_impegnata>6,Tutti,Mercato Libero,09,556,0.3462,0.2621,0.3918,2024
0<potenza_impegnata<=1.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,09,29,0.3063,0.2643,0.4294,2024
0<potenza_impegnata<=1.5,Residente,Servizio a tutele graduali domestici non vulnerabili,09,51,0.271,0.286,0.443,2024
0<potenza_impegnata<=1.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,09,41,0.2823,0.2791,0.4387,2024
1.5<potenza_impegnata<=3,Non Residente,Servizio a tutele graduali domestici non vulnerabili,09,89,0.3061,0.2913,0.4026,2024
1.5<potenza_impegnata<=3,Residente,Servizio a tutele graduali domestici non vulnerabili,09,124,0.3009,0.2976,0.4015,2024
1.5<potenza_impegnata<=3,Tutti,Servizio a tutele graduali domestici non vulnerabili,09,120,0.3015,0.2969,0.4016,2024
3<potenza_impegnata<=4.5,Non Residente,Servizio a tutele graduali domestici non vulnerabili,09,156,0.3226,0.285,0.3923,2024
3<potenza_impegnata<=4.5,Residente,Servizio a tutele graduali domestici non vulnerabili,09,199,0.3096,0.3004,0.39,2024
3<potenza_impegnata<=4.5,Tutti,Servizio a tutele graduali domestici non vulnerabili,09,194,0.3113,0.2985,0.3903,2024
4.5<potenza_impegnata<=6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,09,738,0.3402,0.2757,0.3841,2024
4.5<potenza_impegnata<=6,Residente,Servizio a tutele graduali domestici non vulnerabili,09,240,0.3231,0.2917,0.3852,2024
4.5<potenza_impegnata<=6,Tutti,Servizio a tutele graduali domestici non vulnerabili,09,305,0.3252,0.2898,0.3851,2024
potenza_impegnata>6,Non Residente,Servizio a tutele graduali domestici non vulnerabili,09,507,0.3944,0.2321,0.3734,2024
potenza_impegnata>6,Residente,Servizio a tutele graduali domestici non vulnerabili,09,513,0.3336,0.2617,0.4047,2024
potenza_impegnata>6,Tutti,Servizio a tutele graduali domestici non vulnerabili,09,512,0.3496,0.2539,0.3965,2024
0<potenza_impegnata<=1.5,Non Residente,Tutti,09,27,0.3076,0.2667,0.4257,2024
0<potenza_impegnata<=1.5,Residente,Tutti,09,57,0.3082,0.2801,0.4117,2024
0<potenza_impegnata<=1.5,Tutti,Tutti,09,41,0.3081,0.2765,0.4154,2024
1.5<potenza_impegnata<=3,Non Residente,Tutti,09,95,0.311,0.2925,0.3964,2024
1.5<potenza_impegnata<=3,Residente,Tutti,09,125,0.3121,0.2953,0.3927,2024
1.5<potenza_impegnata<=3,Tutti,Tutti,09,121,0.3119,0.2948,0.3932,2024
3<potenza_impegnata<=4.5,Non Residente,Tutti,09,155,0.3218,0.2941,0.3841,2024
3<potenza_impegnata<=4.5,Residente,Tutti,09,196,0.3155,0.3027,0.3818,2024
3<potenza_impegnata<=4.5,Tutti,Tutti,09,189,0.3167,0.3011,0.3822,2024
4.5<potenza_impegnata<=6,Non Residente,Tutti,09,244,0.338,0.2803,0.3816,2024
4.5<potenza_impegnata<=6,Residente,Tutti,09,236,0.3223,0.2916,0.3861,2024
4.5<potenza_impegnata<=6,Tutti,Tutti,09,237,0.3253,0.2895,0.3852,2024
potenza_impegnata>6,Non Residente,Tutti,09,644,0.3655,0.2499,0.3845,2024
potenza_impegnata>6,Residente,Tutti,09,511,0.3371,0.2663,0.3966,2024
potenza_impegnata>6,Tutti,Tutti,09,545,0.3465,0.261,0.3925,2024
